"","Airport","Year","Month","Coach.Passengers","Public.Parking.Counts.at.PA.Airports","Shared.Ride.Passengers.x","Shared.Ride.Passengers.y","Taxi.Dispatched","Domestic.Passengers","International.Passengers","Total.Passengers"
"369","EWR",2007,9,16200,323507,10976,10976,23225,1927620,891493,2819113
"370","EWR",2007,10,19258,343209,11791,11791,24704,2103207,892625,2995832
"371","EWR",2007,11,19632,342910,10807,10807,24276,2105633,810639,2916272
"372","EWR",2007,12,21679,317620,12042,12042,21565,2005969,860552,2866521
"373","EWR",2008,1,17242,313488,8900,8900,80411,1856725,816148,2672873
"374","EWR",2008,2,16054,293995,8864,8864,80411,1790996,757414,2548410
"375","EWR",2008,3,21078,338801,12146,12146,93244,2209041,970236,3179277
"376","EWR",2008,4,20594,325171,12950,12950,91521,2124989,946094,3071083
"377","EWR",2008,5,24879,334113,13830,13830,90252,2122690,1012199,3134889
"378","EWR",2008,6,22492,344119,13571,13571,85964,2156577,1022262,3178839
"379","EWR",2008,7,25028,354536,14890,14890,78195,2271569,1136082,3407651
"380","EWR",2008,8,29267,351456,15778,15778,83755,2266908,1146248,3413156
"381","EWR",2008,9,24256,274052,14559,14559,77186,1749539,877365,2626904
"382","EWR",2008,10,24874,293076,14986,14986,82602,1988874,876670,2865544
"383","EWR",2008,11,21117,266798,11068,11068,85130,1812542,768976,2581518
"384","EWR",2008,12,24646,272841,13873,13873,77870,1871742,808850,2680592
"385","EWR",2009,1,16843,250990,7930,7930,61597,1583508,761869,2345377
"386","EWR",2009,2,15726,228228,8178,8178,60514,1533101,677649,2210750
"387","EWR",2009,3,20288,271751,10361,10361,69655,1926282,867315,2793597
"388","EWR",2009,4,24597,276144,16150,16150,75632,1987675,968876,2956551
"389","EWR",2009,5,25678,272989,16797,16797,72332,1949926,928568,2878494
"390","EWR",2009,6,23039,295163,14997,14997,71179,1983034,957194,2940228
"391","EWR",2009,7,25126,320866,16061,16061,64882,2188498,1100308,3288806
"392","EWR",2009,8,27622,320592,18325,18325,66727,2147833,1146532,3294365
"393","EWR",2009,9,26468,251310,16824,16824,72615,1736010,860058,2596068
"394","EWR",2009,10,24780,275101,17632,17632,73082,1903053,877887,2780940
"395","EWR",2009,11,20975,253248,13754,13754,69562,1788729,786864,2575593
"396","EWR",2009,12,24771,256380,18091,18091,70368,1815026,884328,2699354
"397","EWR",2010,1,18054,249393,10344,10344,86948,1581786,873366,2455152
"398","EWR",2010,2,16556,206101,11420,11420,99310,1425077,714560,2139637
"399","EWR",2010,3,23095,269298,16462,16462,93270,1926478,976947,2903425
"400","EWR",2010,4,25004,257728,16386,16386,75570,1901523,923678,2825201
"401","EWR",2010,5,27693,271845,16741,16741,72754,1867715,997770,2865485
"402","EWR",2010,6,23753,280410,17544,17544,79829,1940698,1070339,3011037
"403","EWR",2010,7,23230,296243,17171,17171,72260,2026979,1194351,3221330
"404","EWR",2010,8,26048,290388,19396,19396,78860,2050654,1164272,3214926
"405","EWR",2010,9,24946,243934,16609,16609,78692,1675010,923937,2598947
"406","EWR",2010,10,24561,260645,16968,16968,83507,1856624,957996,2814620
"407","EWR",2010,11,22131,240823,12234,12234,77830,1793314,836965,2630279
"408","EWR",2010,12,22875,238393,14286,14286,69875,1671028,843123,2514151
"409","EWR",2011,1,16604,224144,8663,8663,117086,1443496,844707,2288203
"410","EWR",2011,2,14436,201360,8968,8968,108486,1379268,709740,2089008
"411","EWR",2011,3,20365,254706,13473,13473,123411,1850689,945495,2796184
"412","EWR",2011,4,23847,256885,17218,17218,124525,1915493,1016312,2931805
"413","EWR",2011,5,26158,276502,16672,16672,120107,1976401,1026413,3002814
"414","EWR",2011,6,24415,284479,15652,15652,125012,2045700,1073399,3119099
"415","EWR",2011,7,23390,296013,15361,15361,104748,2167025,1202090,3369115
"416","EWR",2011,8,26046,281536,15970,15970,114470,2012652,1100737,3113389
"417","EWR",2011,9,25333,253142,15000,15000,108942,1770827,940219,2711046
"418","EWR",2011,10,26790,254299,16625,16625,120295,1879635,922909,2802544
"419","EWR",2011,11,23128,238583,11915,11915,108003,1879629,828709,2708338
"420","EWR",2011,12,25341,241369,15207,15207,92845,1868854,897093,2765947
"421","EWR",2012,1,18024,228680,8355,8355,121184,1620135,836398,2456533
"422","EWR",2012,2,16283,213532,10569,10569,116080,1581611,761127,2342738
"423","EWR",2012,3,21607,260864,14857,14857,128347,1984513,960652,2945165
"424","EWR",2012,4,23474,249217,17447,17447,120954,2043949,987774,3031723
"425","EWR",2012,5,24434,259334,19498,19498,115444,2020964,981081,3002045
"426","EWR",2012,6,21680,267365,18773,18773,122955,2120241,1030264,3150505
"427","EWR",2012,7,21238,267841,20838,20838,96042,2149595,1122414,3272009
"428","EWR",2012,8,25227,273172,21389,21389,121504,2161989,1105729,3267718
"429","EWR",2012,9,22539,232627,18868,18868,109874,1731947,907684,2639631
"430","EWR",2012,10,21758,229003,18385,18385,108497,1746704,823604,2570308
"431","EWR",2012,11,23426,218468,14994,14994,98426,1810954,769446,2580400
"432","EWR",2012,12,22226,224010,16676,16676,88853,1864081,861171,2725252
"433","EWR",2013,1,16933,218104,10619,10619,121241,1693676,858481,2552157
"434","EWR",2013,2,14320,194901,12035,12035,114948,1560610,715604,2276214
"435","EWR",2013,3,20823,244721,17864,17864,125835,2013283,967565,2980848
"436","EWR",2013,4,22366,242584,18226,18226,121328,1993255,961340,2954595
"437","EWR",2013,5,26863,257042,20129,20129,116892,2072108,999838,3071946
"438","EWR",2013,6,22995,265638,17881,17881,123034,2099121,1049029,3148150
"439","EWR",2013,7,22598,264340,19297,19297,93075,2192226,1113236,3305462
"440","EWR",2013,8,26465,267267,21137,21137,118762,2212564,1114241,3326805
"441","EWR",2013,9,23897,228822,17719,17719,108374,1871483,913183,2784666
"442","EWR",2013,10,23441,242530,18475,18475,110858,2026810,916916,2943726
"443","EWR",2013,11,18665,221097,14246,14246,97079,1900713,796919,2697632
"444","EWR",2013,12,22979,231425,18694,18694,86561,2080988,893047,2974035
"445","EWR",2014,1,16675,216279,11063,11063,60987,1703949,842188,2546137
"446","EWR",2014,2,14017,184495,11538,11538,58900,1516373,705458,2221831
"447","EWR",2014,3,19703,239754,15240,15240,87736,2083400,972277,3055677
"448","EWR",2014,4,21652,231446,20188,20188,86948,1930639,1004416,2935055
"449","EWR",2014,5,37436,250923,20180,20180,99310,1975965,1021638,2997603
"450","EWR",2014,6,33642,262438,17892,17892,93270,2127517,1086405,3213922
"451","EWR",2014,7,26198,266218,17775,17775,82879,2199312,1259153,3458465
"452","EWR",2014,8,26567,260712,20627,20627,81330,2241203,1170468,3411671
"453","EWR",2014,9,22064,229765,17387,17387,86031,1901935,946522,2848457
"454","EWR",2014,10,21298,234318,18928,18928,84871,1998120,948789,2946909
"455","EWR",2014,11,17795,232574,14613,14613,79642,1973000,864816,2837816
"456","EWR",2014,12,20707,231952,18705,18705,75383,2111214,1025930,3137144
"457","EWR",2015,1,14828,211740,9770,9770,68082,1752923,859391,2612314
"458","EWR",2015,2,13989,187378,11189,11189,62273,1672285,756925,2429210
"459","EWR",2015,3,18819,245763,14939,14939,80352,2100937,966561,3067498
"460","EWR",2015,4,19621,237152,16279,16279,NA,2185274,998458,3183732
"461","EWR",2015,5,21937,246944,16348,16348,NA,2206415,1016979,3223394
"462","EWR",2015,6,19010,255695,14606,14606,NA,2221812,1058265,3280077
"463","EWR",2015,7,19485,261348,15571,15571,NA,2365862,1206907,3572769
"464","EWR",2015,8,21113,260624,17264,17264,NA,2337288,1193457,3530745
"465","EWR",2015,9,18903,231407,16586,16586,NA,2078293,958645,3036938
"466","EWR",2015,10,20618,252529,18036,18036,NA,2294497,934115,3228612
"467","EWR",2015,11,17695,240215,15035,15035,NA,2229996,867000,3096996
"468","EWR",2015,12,NA,241540,18446,18446,NA,2246931,985488,3232419
"469","EWR",2015,12,20817,NA,NA,NA,NA,2246931,985488,3232419
"470","EWR",2016,1,NA,213225,NA,NA,NA,NA,NA,NA
"471","EWR",2016,2,NA,200102,NA,NA,NA,NA,NA,NA
"472","EWR",2016,3,NA,234749,NA,NA,NA,NA,NA,NA
"473","EWR",2016,4,NA,234749,NA,NA,NA,NA,NA,NA
"474","EWR",2016,5,NA,247409,NA,NA,NA,NA,NA,NA
"475","EWR",2016,6,NA,254858,NA,NA,NA,NA,NA,NA
"476","EWR",2016,7,NA,260212,NA,NA,NA,NA,NA,NA
"477","EWR",2016,8,NA,260335,NA,NA,NA,NA,NA,NA
"478","EWR",2016,9,NA,234412,NA,NA,NA,NA,NA,NA
"479","JFK",1977,1,NA,NA,NA,NA,NA,856626,630962,1487588
"480","JFK",1977,2,NA,NA,NA,NA,NA,722025,515694,1237719
"481","JFK",1977,3,NA,NA,NA,NA,NA,813601,636794,1450395
"482","JFK",1977,4,NA,NA,NA,NA,NA,876631,732528,1609159
"483","JFK",1977,5,NA,NA,NA,NA,NA,913548,810844,1724392
"484","JFK",1977,6,NA,NA,NA,NA,NA,969248,937148,1906396
"485","JFK",1977,7,NA,NA,NA,NA,NA,1171658,1201676,2373334
"486","JFK",1977,8,NA,NA,NA,NA,NA,1156680,1216307,2372987
"487","JFK",1977,9,NA,NA,NA,NA,NA,967237,1043742,2010979
"488","JFK",1977,10,NA,NA,NA,NA,NA,911275,894923,1806198
"489","JFK",1977,11,NA,NA,NA,NA,NA,812047,642079,1454126
"490","JFK",1977,12,NA,NA,NA,NA,NA,935748,711667,1647415
"491","JFK",1978,1,NA,NA,NA,NA,NA,911302,699367,1610669
"492","JFK",1978,2,NA,NA,NA,NA,NA,797726,556882,1354608
"493","JFK",1978,3,NA,NA,NA,NA,NA,999604,754572,1754176
"494","JFK",1978,4,NA,NA,NA,NA,NA,963973,769571,1733544
"495","JFK",1978,5,NA,NA,NA,NA,NA,1034430,908140,1942570
"496","JFK",1978,6,NA,NA,NA,NA,NA,1112250,1086179,2198429
"497","JFK",1978,7,NA,NA,NA,NA,NA,1339177,1379083,2718260
"498","JFK",1978,8,NA,NA,NA,NA,NA,1351556,1359328,2710884
"499","JFK",1978,9,NA,NA,NA,NA,NA,1073320,1168266,2241586
"500","JFK",1978,10,NA,NA,NA,NA,NA,1010651,918665,1929316
"501","JFK",1978,11,NA,NA,NA,NA,NA,920614,693946,1614560
"502","JFK",1978,12,NA,NA,NA,NA,NA,1026435,754656,1781091
"503","JFK",1979,1,NA,NA,NA,NA,NA,1017507,756569,1774076
"504","JFK",1979,2,NA,NA,NA,NA,NA,936604,624652,1561256
"505","JFK",1979,3,NA,NA,NA,NA,NA,1119684,780413,1900097
"506","JFK",1979,4,NA,NA,NA,NA,NA,1136071,931539,2067610
"507","JFK",1979,5,NA,NA,NA,NA,NA,1113248,998050,2111298
"508","JFK",1979,6,NA,NA,NA,NA,NA,1302987,1221006,2523993
"509","JFK",1979,7,NA,NA,NA,NA,NA,1492541,1450741,2943282
"510","JFK",1979,8,NA,NA,NA,NA,NA,1588438,1516231,3104669
"511","JFK",1979,9,NA,NA,NA,NA,NA,1212008,1232986,2444994
"512","JFK",1979,10,NA,NA,NA,NA,NA,1133711,1033019,2166730
"513","JFK",1979,11,NA,NA,NA,NA,NA,1005048,742511,1747559
"514","JFK",1979,12,NA,NA,NA,NA,NA,1056703,769466,1826169
"515","JFK",1980,1,NA,NA,NA,NA,NA,1028417,753936,1782353
"516","JFK",1980,2,NA,NA,NA,NA,NA,965731,660111,1625842
"517","JFK",1980,3,NA,NA,NA,NA,NA,1109075,816499,1925574
"518","JFK",1980,4,NA,NA,NA,NA,NA,1054723,860818,1915541
"519","JFK",1980,5,NA,NA,NA,NA,NA,1075660,1000868,2076528
"520","JFK",1980,6,NA,NA,NA,NA,NA,1316267,1214445,2530712
"521","JFK",1980,7,NA,NA,NA,NA,NA,1454956,1435195,2890151
"522","JFK",1980,8,NA,NA,NA,NA,NA,1584468,1517282,3101750
"523","JFK",1980,9,NA,NA,NA,NA,NA,1114462,1170349,2284811
"524","JFK",1980,10,NA,NA,NA,NA,NA,1087405,985434,2072839
"525","JFK",1980,11,NA,NA,NA,NA,NA,1013234,759331,1772565
"526","JFK",1980,12,NA,NA,NA,NA,NA,1202867,811325,2014192
"527","JFK",1981,1,NA,NA,NA,NA,NA,1124975,828192,1953167
"528","JFK",1981,2,NA,NA,NA,NA,NA,977366,656539,1633905
"529","JFK",1981,3,NA,NA,NA,NA,NA,1075967,794445,1870412
"530","JFK",1981,4,NA,NA,NA,NA,NA,1146481,926005,2072486
"531","JFK",1981,5,NA,NA,NA,NA,NA,1170401,1048712,2219113
"532","JFK",1981,6,NA,NA,NA,NA,NA,1219881,1188253,2408134
"533","JFK",1981,7,NA,NA,NA,NA,NA,1360739,1406608,2767347
"534","JFK",1981,8,NA,NA,NA,NA,NA,1323597,1447090,2770687
"535","JFK",1981,9,NA,NA,NA,NA,NA,1126698,1150244,2276942
"536","JFK",1981,10,NA,NA,NA,NA,NA,1107548,1000980,2108528
"537","JFK",1981,11,NA,NA,NA,NA,NA,1020799,754933,1775732
"538","JFK",1981,12,NA,NA,NA,NA,NA,1063511,822429,1885940
"539","JFK",1982,1,NA,NA,NA,NA,NA,1058126,823279,1881405
"540","JFK",1982,2,NA,NA,NA,NA,NA,1021904,649828,1671732
"541","JFK",1982,3,NA,NA,NA,NA,NA,1159842,785560,1945402
"542","JFK",1982,4,NA,NA,NA,NA,NA,1207527,912300,2119827
"543","JFK",1982,5,NA,NA,NA,NA,NA,1188360,1029117,2217477
"544","JFK",1982,6,NA,NA,NA,NA,NA,1295091,1211605,2506696
"545","JFK",1982,7,NA,NA,NA,NA,NA,1441813,1491349,2933162
"546","JFK",1982,8,NA,NA,NA,NA,NA,1441291,1518089,2959380
"547","JFK",1982,9,NA,NA,NA,NA,NA,1118035,1206611,2324646
"548","JFK",1982,10,NA,NA,NA,NA,NA,1071950,1034607,2106557
"549","JFK",1982,11,NA,NA,NA,NA,NA,1006504,732850,1739354
"550","JFK",1982,12,NA,NA,NA,NA,NA,1131744,804585,1936329
"551","JFK",1983,1,NA,NA,NA,NA,NA,1243758,840381,2084139
"552","JFK",1983,2,NA,NA,NA,NA,NA,1038220,657706,1695926
"553","JFK",1983,3,NA,NA,NA,NA,NA,1234808,876036,2110844
"554","JFK",1983,4,NA,NA,NA,NA,NA,1113473,959084,2072557
"555","JFK",1983,5,NA,NA,NA,NA,NA,1171597,1088586,2260183
"556","JFK",1983,6,NA,NA,NA,NA,NA,1289919,1335632,2625551
"557","JFK",1983,7,NA,NA,NA,NA,NA,1440073,1605914,3045987
"558","JFK",1983,8,NA,NA,NA,NA,NA,1469803,1592357,3062160
"559","JFK",1983,9,NA,NA,NA,NA,NA,1168114,1319680,2487794
"560","JFK",1983,10,NA,NA,NA,NA,NA,1123551,1170467,2294018
"561","JFK",1983,11,NA,NA,NA,NA,NA,1024077,823819,1847896
"562","JFK",1983,12,NA,NA,NA,NA,NA,1067440,885533,1952973
"563","JFK",1984,1,NA,NA,NA,NA,NA,1046851,894928,1941779
"564","JFK",1984,2,NA,NA,NA,NA,NA,1004207,762642,1766849
"565","JFK",1984,3,NA,NA,NA,NA,NA,1174393,979644,2154037
"566","JFK",1984,4,NA,NA,NA,NA,NA,1201092,1094535,2295627
"567","JFK",1984,5,NA,NA,NA,NA,NA,1311912,1248830,2560742
"568","JFK",1984,6,NA,NA,NA,NA,NA,1343020,1491218,2834238
"569","JFK",1984,7,NA,NA,NA,NA,NA,1445957,1704746,3150703
"570","JFK",1984,8,NA,NA,NA,NA,NA,1510167,1735363,3245530
"571","JFK",1984,9,NA,NA,NA,NA,NA,1230392,1509223,2739615
"572","JFK",1984,10,NA,NA,NA,NA,NA,1150372,1222091,2372463
"573","JFK",1984,11,NA,NA,NA,NA,NA,1097515,947415,2044930
"574","JFK",1984,12,NA,NA,NA,NA,NA,1110972,996760,2107732
"575","JFK",1985,1,NA,NA,NA,NA,NA,1195566,1011520,2207086
"576","JFK",1985,2,NA,NA,NA,NA,NA,1058598,844189,1902787
"577","JFK",1985,3,NA,NA,NA,NA,NA,1096505,1111283,2207788
"578","JFK",1985,4,NA,NA,NA,NA,NA,1138643,1138167,2276810
"579","JFK",1985,5,NA,NA,NA,NA,NA,1239712,1289605,2529317
"580","JFK",1985,6,NA,NA,NA,NA,NA,1256230,1565313,2821543
"581","JFK",1985,7,NA,NA,NA,NA,NA,1332837,1705175,3038012
"582","JFK",1985,8,NA,NA,NA,NA,NA,1351442,1746992,3098434
"583","JFK",1985,9,NA,NA,NA,NA,NA,999126,1344177,2343303
"584","JFK",1985,10,NA,NA,NA,NA,NA,982937,1148214,2131151
"585","JFK",1985,11,NA,NA,NA,NA,NA,908544,914822,1823366
"586","JFK",1985,12,NA,NA,NA,NA,NA,1060331,1005263,2065594
"587","JFK",1986,1,NA,NA,NA,NA,NA,1016021,1013284,2029305
"588","JFK",1986,2,NA,NA,NA,NA,NA,932534,811869,1744403
"589","JFK",1986,3,NA,NA,NA,NA,NA,1111719,1084593,2196312
"590","JFK",1986,4,NA,NA,NA,NA,NA,1080543,991883,2072426
"591","JFK",1986,5,NA,NA,NA,NA,NA,980291,1078661,2058952
"592","JFK",1986,6,NA,NA,NA,NA,NA,1088247,1284947,2373194
"593","JFK",1986,7,NA,NA,NA,NA,NA,1289840,1528849,2818689
"594","JFK",1986,8,NA,NA,NA,NA,NA,1422130,1709754,3131884
"595","JFK",1986,9,NA,NA,NA,NA,NA,1015713,1306435,2322148
"596","JFK",1986,10,NA,NA,NA,NA,NA,982593,1111330,2093923
"597","JFK",1986,11,NA,NA,NA,NA,NA,946054,945561,1891615
"598","JFK",1986,12,NA,NA,NA,NA,NA,1005690,1026217,2031907
"599","JFK",1987,1,NA,NA,NA,NA,NA,987860,1064100,2051960
"600","JFK",1987,2,NA,NA,NA,NA,NA,986904,864365,1851269
"601","JFK",1987,3,NA,NA,NA,NA,NA,1204501,1101323,2305824
"602","JFK",1987,4,NA,NA,NA,NA,NA,1205301,1177491,2382792
"603","JFK",1987,5,NA,NA,NA,NA,NA,1205917,1327612,2533529
"604","JFK",1987,6,NA,NA,NA,NA,NA,1230027,1539964,2769991
"605","JFK",1987,7,NA,NA,NA,NA,NA,1373933,1868660,3242593
"606","JFK",1987,8,NA,NA,NA,NA,NA,1454699,1959698,3414397
"607","JFK",1987,9,NA,NA,NA,NA,NA,1107318,1494986,2602304
"608","JFK",1987,10,NA,NA,NA,NA,NA,1073363,1315887,2389250
"609","JFK",1987,11,NA,NA,NA,NA,NA,986887,1023184,2010071
"610","JFK",1987,12,NA,NA,NA,NA,NA,1076316,1100549,2176865
"611","JFK",1988,1,NA,NA,NA,NA,NA,1057489,1134521,2192010
"612","JFK",1988,2,NA,NA,NA,NA,NA,996857,961000,1957857
"613","JFK",1988,3,NA,NA,NA,NA,NA,1166462,1230728,2397190
"614","JFK",1988,4,NA,NA,NA,NA,NA,1171581,1278082,2449663
"615","JFK",1988,5,NA,NA,NA,NA,NA,1233834,1337149,2570983
"616","JFK",1988,6,NA,NA,NA,NA,NA,1295227,1600387,2895614
"617","JFK",1988,7,NA,NA,NA,NA,NA,1471374,1957226,3428600
"618","JFK",1988,8,NA,NA,NA,NA,NA,1383358,1996533,3379891
"619","JFK",1988,9,NA,NA,NA,NA,NA,1030433,1569307,2599740
"620","JFK",1988,10,NA,NA,NA,NA,NA,988013,1399047,2387060
"621","JFK",1988,11,NA,NA,NA,NA,NA,893344,1115183,2008527
"622","JFK",1988,12,NA,NA,NA,NA,NA,917271,1170204,2087475
"623","JFK",1989,1,NA,NA,NA,NA,NA,917449,1159274,2076723
"624","JFK",1989,2,NA,NA,NA,NA,NA,800795,956144,1756939
"625","JFK",1989,3,NA,NA,NA,NA,NA,1024374,1262868,2287242
"626","JFK",1989,4,NA,NA,NA,NA,NA,1033597,1252110,2285707
"627","JFK",1989,5,NA,NA,NA,NA,NA,1107137,1392566,2499703
"628","JFK",1989,6,NA,NA,NA,NA,NA,1153353,1619146,2772499
"629","JFK",1989,7,NA,NA,NA,NA,NA,1247942,1871524,3119466
"630","JFK",1989,8,NA,NA,NA,NA,NA,1321862,1920042,3241904
"631","JFK",1989,9,NA,NA,NA,NA,NA,1029610,1575570,2605180
"632","JFK",1989,10,NA,NA,NA,NA,NA,1012729,1375720,2388449
"633","JFK",1989,11,NA,NA,NA,NA,NA,944342,1120721,2065063
"634","JFK",1989,12,NA,NA,NA,NA,NA,952122,1185889,2138011
"635","JFK",1990,1,NA,NA,NA,NA,NA,933005,1186086,2119091
"636","JFK",1990,2,NA,NA,NA,NA,NA,854688,989109,1843797
"637","JFK",1990,3,NA,NA,NA,NA,NA,959106,1273385,2232491
"638","JFK",1990,4,NA,NA,NA,NA,NA,995023,1332779,2327802
"639","JFK",1990,5,NA,NA,NA,NA,NA,1056577,1403243,2459820
"640","JFK",1990,6,NA,NA,NA,NA,NA,1155224,1633332,2788556
"641","JFK",1990,7,NA,NA,NA,NA,NA,1278047,1867643,3145690
"642","JFK",1990,8,NA,NA,NA,NA,NA,1337624,2015617,3353241
"643","JFK",1990,9,NA,NA,NA,NA,NA,1022874,1542378,2565252
"644","JFK",1990,10,NA,NA,NA,NA,NA,962310,1312866,2275176
"645","JFK",1990,11,NA,NA,NA,NA,NA,849627,1029728,1879355
"646","JFK",1990,12,NA,NA,NA,NA,NA,875732,1164440,2040172
"647","JFK",1991,1,NA,NA,NA,NA,NA,853613,1043915,1897528
"648","JFK",1991,2,NA,NA,NA,NA,NA,724054,690266,1414320
"649","JFK",1991,3,NA,NA,NA,NA,NA,854369,998554,1852923
"650","JFK",1991,4,NA,NA,NA,NA,NA,932585,1093443,2026028
"651","JFK",1991,5,NA,NA,NA,NA,NA,970846,1255433,2226279
"652","JFK",1991,6,NA,NA,NA,NA,NA,1058203,1418259,2476462
"653","JFK",1991,7,NA,NA,NA,NA,NA,1170074,1640553,2810627
"654","JFK",1991,8,NA,NA,NA,NA,NA,1246021,1830862,3076883
"655","JFK",1991,9,NA,NA,NA,NA,NA,857900,1347842,2205742
"656","JFK",1991,10,NA,NA,NA,NA,NA,884544,1198955,2083499
"657","JFK",1991,11,NA,NA,NA,NA,NA,731657,973570,1705227
"658","JFK",1991,12,NA,NA,NA,NA,NA,866030,1060890,1926920
"659","JFK",1992,1,NA,NA,NA,NA,NA,823754,1021107,1844861
"660","JFK",1992,2,NA,NA,NA,NA,NA,796468,900667,1697135
"661","JFK",1992,3,NA,NA,NA,NA,NA,969854,1124514,2094368
"662","JFK",1992,4,NA,NA,NA,NA,NA,996369,1143256,2139625
"663","JFK",1992,5,NA,NA,NA,NA,NA,1066605,1230155,2296760
"664","JFK",1992,6,NA,NA,NA,NA,NA,1229877,1391054,2620931
"665","JFK",1992,7,NA,NA,NA,NA,NA,1399118,1618227,3017345
"666","JFK",1992,8,NA,NA,NA,NA,NA,1466254,1782744,3248998
"667","JFK",1992,9,NA,NA,NA,NA,NA,1070651,1409102,2479753
"668","JFK",1992,10,NA,NA,NA,NA,NA,1013675,1294151,2307826
"669","JFK",1992,11,NA,NA,NA,NA,NA,894570,1041425,1935995
"670","JFK",1992,12,NA,NA,NA,NA,NA,930244,1110305,2040549
"671","JFK",1993,1,NA,NA,NA,NA,NA,889468,1102018,1991486
"672","JFK",1993,2,NA,NA,NA,NA,NA,783213,873172,1656385
"673","JFK",1993,3,NA,NA,NA,NA,NA,900741,1076834,1977575
"674","JFK",1993,4,NA,NA,NA,NA,NA,927517,1133284,2060801
"675","JFK",1993,5,NA,NA,NA,NA,NA,963514,1227082,2190596
"676","JFK",1993,6,NA,NA,NA,NA,NA,1033436,1370955,2404391
"677","JFK",1993,7,NA,NA,NA,NA,NA,1200323,1666484,2866807
"678","JFK",1993,8,NA,NA,NA,NA,NA,1278928,1764196,3043124
"679","JFK",1993,9,NA,NA,NA,NA,NA,974744,1377227,2351971
"680","JFK",1993,10,NA,NA,NA,NA,NA,965675,1285823,2251498
"681","JFK",1993,11,NA,NA,NA,NA,NA,909043,1045750,1954793
"682","JFK",1993,12,NA,NA,NA,NA,NA,955211,1157407,2112618
"683","JFK",1994,1,NA,NA,NA,NA,NA,878366,1114676,1993042
"684","JFK",1994,2,NA,NA,NA,NA,NA,763036,845698,1608734
"685","JFK",1994,3,NA,NA,NA,NA,NA,1005660,1159672,2165332
"686","JFK",1994,4,NA,NA,NA,NA,NA,977567,1166494,2144061
"687","JFK",1994,5,NA,NA,NA,NA,NA,1051644,1271750,2323394
"688","JFK",1994,6,NA,NA,NA,NA,NA,1197600,1517262,2714862
"689","JFK",1994,7,NA,NA,NA,NA,NA,1391446,1800336,3191782
"690","JFK",1994,8,NA,NA,NA,NA,NA,1448786,1865714,3314500
"691","JFK",1994,9,NA,NA,NA,NA,NA,1119042,1495681,2614723
"692","JFK",1994,10,NA,NA,NA,NA,NA,1078276,1359548,2437824
"693","JFK",1994,11,NA,NA,NA,NA,NA,1012721,1130309,2143030
"694","JFK",1994,12,NA,NA,NA,NA,NA,1005004,1224896,2229900
"695","JFK",1995,1,NA,NA,NA,NA,NA,975703,1172438,2148141
"696","JFK",1995,2,NA,NA,NA,NA,NA,842367,937542,1779909
"697","JFK",1995,3,NA,NA,NA,NA,NA,1031288,1226776,2258064
"698","JFK",1995,4,NA,NA,NA,NA,NA,1087175,1335672,2422847
"699","JFK",1995,5,NA,NA,NA,NA,NA,1086513,1367040,2453553
"700","JFK",1995,6,NA,NA,NA,NA,NA,1184171,1585006,2769177
"701","JFK",1995,7,NA,NA,NA,NA,NA,1361964,1881136,3243100
"702","JFK",1995,8,NA,NA,NA,NA,NA,1430013,1974130,3404143
"703","JFK",1995,9,NA,NA,NA,NA,NA,1136767,1601038,2737805
"704","JFK",1995,10,NA,NA,NA,NA,NA,1119173,1477635,2596808
"705","JFK",1995,11,NA,NA,NA,NA,NA,1037947,1206754,2244701
"706","JFK",1995,12,NA,NA,NA,NA,NA,1024260,1297765,2322025
"707","JFK",1996,1,NA,NA,NA,NA,NA,940497,1122856,2063353
"708","JFK",1996,2,NA,NA,NA,NA,NA,932820,1025494,1958314
"709","JFK",1996,3,NA,NA,NA,NA,NA,1124081,1348262,2472343
"710","JFK",1996,4,NA,NA,NA,NA,NA,1096048,1339057,2435105
"711","JFK",1996,5,NA,NA,NA,NA,NA,1166614,1450553,2617167
"712","JFK",1996,6,NA,NA,NA,NA,NA,1236372,1660310,2896682
"713","JFK",1996,7,NA,NA,NA,NA,NA,1401685,1867333,3269018
"714","JFK",1996,8,NA,NA,NA,NA,NA,1458657,1982938,3441595
"715","JFK",1996,9,NA,NA,NA,NA,NA,1085316,1599069,2684385
"716","JFK",1996,10,NA,NA,NA,NA,NA,1096845,1496908,2593753
"717","JFK",1996,11,NA,NA,NA,NA,NA,1009917,1229270,2239187
"718","JFK",1996,12,NA,NA,NA,NA,NA,1153403,1331049,2484452
"719","JFK",1997,1,NA,NA,NA,NA,NA,1020358,1217919,2238277
"720","JFK",1997,2,NA,NA,NA,NA,NA,926426,1029937,1956363
"721","JFK",1997,3,NA,NA,NA,NA,NA,1148255,1352463,2500718
"722","JFK",1997,4,NA,NA,NA,NA,NA,1114286,1315174,2429460
"723","JFK",1997,5,NA,NA,NA,NA,NA,1150725,1453234,2603959
"724","JFK",1997,6,NA,NA,NA,NA,NA,1238851,1592483,2831334
"725","JFK",1997,7,NA,NA,NA,NA,NA,1428428,1816538,3244966
"726","JFK",1997,8,NA,NA,NA,NA,NA,1490582,1967552,3458134
"727","JFK",1997,9,NA,NA,NA,NA,NA,1103866,1604777,2708643
"728","JFK",1997,10,NA,NA,NA,NA,NA,1117777,1472902,2590679
"729","JFK",1997,11,NA,NA,NA,NA,NA,1048528,1274818,2323346
"730","JFK",1997,12,NA,NA,NA,NA,NA,1123545,1347795,2471340
